id,char,dialog,movie
829,FRODO,"We are Hobbits of the Shire. Frodo Baggins is my name, and this is     Samwise Gamgee. ",The Two Towers 
830,FARAMIR,Your bodyguard? ,The Two Towers 
831,SAM,His gardener. ,The Two Towers 
832,FARAMIR,And where is your skulking friend? That gangrel creature. He had an ill-favored     look. ,The Two Towers 
833,FRODO,"There was no other.    ,We set out from Rivendell with seven companions. One we lost in Moria......two     were my kin......a Dwarf there was also. And an Elf and two Men. Aragorn,     son of Arathorn, and Boromir of Gondor. ",The Two Towers 
834,FARAMIR, You're a friend of Boromir? ,The Two Towers 
835,FRODO,Yes.  For my part. ,The Two Towers 
836,WOMAN,He's alive! ,The Two Towers 
837,GIMLI,"Where is he? Where is he?,Get out of the     way! I'm going to kill him!,You are the luckiest, the canniest    ,.....and the most reckless man     I ever knew. Bless you, laddie. ",The Two Towers 
838,ARAGORN,"Gimli, where is the king?  ",The Two Towers 
839,LEGOLAS,"Le abdollen. ,You look terrible.    ",The Two Towers 
840,ARAGORN,Hannon le. ,The Two Towers 
841,THEODEN,"A great host, you say? ",The Two Towers 
842,ARAGORN,All lsengard is emptied. ,The Two Towers 
843,THEODEN,How many? ,The Two Towers 
844,ARAGORN,Ten thousand strong at least. ,The Two Towers 
845,THEODEN,     Ten thousand? ,The Two Towers 
846,ARAGORN,It is an army bred for a single purpose: To destroy the world of Men.     They will be here by nightfall. ,The Two Towers 
847,THEODEN,Let them come! ,The Two Towers 
848,THEODEN,I want every man and strong     lad able to bear arms......to be ready for battle by nightfall.    ,The Two Towers 
849,THEODEN,We will cover the causeway and the gate from above. No army has ever     breached the Deeping Wall......or set foot inside the Hornburg! ,The Two Towers 
850,FARAMIR,It will grieve you then to     learn that he is dead. ,The Two Towers 
851,FRODO,Dead? How? When? ,The Two Towers 
852,FARAMIR,"As one of his companions, I'd hoped you would tell me. ",The Two Towers 
853,FRODO,"If something has happened to Boromir, we would have you tell us. ",The Two Towers 
854,FARAMIR,"His horn washed up upon the riverbank, about six days past. It was     cloven in two. But more than this, I know it in my heart.    ,He was my brother. ",The Two Towers 
855,GIMLI,This is no rabble of mindless Orcs. These are Uruk-hai. Their armour is     thick and their shields broad. ,The Two Towers 
856,THEODEN,"I have fought many wars, Master Dwarf. I know how to defend my own keep. ",The Two Towers 
857,THEODEN,"They will break upon this fortress like water on rock.    ,Saruman's     hordes will pillage and burn.    We've seen it before. Crops can be resown......homes rebuilt. Within these     walls......we will outlast them. ",The Two Towers 
858,ARAGORN,They do not come to destroy Rohan's crops or villages. They come to     destroy its people......down to the last child. ,The Two Towers 
859,THEODEN,"What would you have me do? Look at my men. Their courage hangs by a     thread. If this is to be our end, then I would have them make such an     end......as to be worthy of remembrance. ",The Two Towers 
860,ARAGORN,"Send out riders, my lord. You must call for aid.  ",The Two Towers 
861,THEODEN,And who will come? Elves? Dwarves? We are not so lucky in our friends as     you. The old alliances are dead. ,The Two Towers 
862,ARAGORN,Gondor will answer. ,The Two Towers 
863,THEODEN,"(    Gondor?! Where was Gondor when the Westfold fell?! Where was Gondor when our     enemies closed in around us?! Where was Gon--? ,No, my Lord     Aragorn......we are alone. ,Get the women and children     into the caves. ",The Two Towers 
864,GAMLING,We need more time to lay provisions-- ,The Two Towers 
865,ARWEN VOICEOVER,The light of the Evenstardoes not wax and wane.It is mine to give to whom I will.Like my heart.Go to sleep. ,The Two Towers 
866,ARAGORN ,"I am asleep.,This is a dream. ",The Two Towers 
867,ARWEN,"Then it is a good dream. ,Sleep. ",The Two Towers 
868,ARAGORN,Minl' pendich nin i aur     hen telitha. ,The Two Towers 
869,GOLLUM,We wants it.We needs it.Must have the precious.They stole it from us.Sneaky little Hobbitses.Wicked. Tricksy. False. ,The Two Towers 
870,SMEAGOL,No. Not master.  ,The Two Towers 
871,GOLLUM,"Yes, precious. False.They will cheat you, hurt you, lie!  ",The Two Towers 
872,SMEAGOL,Master's my friend. ,The Two Towers 
873,GOLLUM,You don't have any friends.Nobody likes you. ,The Two Towers 
874,SMEAGOL,Not listening. I'm not listening. ,The Two Towers 
875,GOLLUM,You're a liar and a thief.  ,The Two Towers 
876,SMEAGOL,No. ,The Two Towers 
877,THEODEN,There is no time. War is upon us. Secure the gate. ,The Two Towers 
878,TREEBEARD,"We Ents have not troubled......about the wars of Men and     wizards......for a very long time. But now, something is about to     happen......that has not happened......for an age.,Entmoot. ",The Two Towers 
879,MERRY,What's that? ,The Two Towers 
880,TREEBEARD,'Tis a gathering. ,The Two Towers 
881,MERRY,A     gathering of what? ,The Two Towers 
882,TREEBEARD,"Beech. Oak. Chestnut. Ash. Good. Good. Good. Many have come.,Now we must decide if the Ents......will     go to war. ",The Two Towers 
883,ARWEN,' i vethed... n' i onnad. Boe bedich go Frodo. Han b'd l'n. ,The Two Towers 
884,ARAGORN,Dolen i v'd o nin. ,The Two Towers 
885,ARWEN,Si peliannen i v'd na dail l'n. Si boe '-dhannathach. ,The Two Towers 
886,ARAGORN,Arwen.... ,The Two Towers 
887,ARWEN,Ae '-esteliach nad...     estelio han. Estelio ammen. ,The Two Towers 
888,EOWYN,Where is she?The woman who gave you that jewel. ,The Two Towers 
889,ELROND,Our time here is ending.Arwen's time is ending.Let her go.Let her take the ship into the west.Let her bear away her love for youto the Undying Lands.There it will be ever green. ,The Two Towers 
890,ARAGORN,But never more than memory. ,The Two Towers 
891,ELROND,I will not leave my daughter hereto die. ,The Two Towers 
892,ARAGORN,She stays because she still has hope. ,The Two Towers 
893,ELROND,She stays for you.She belongs with her people. ,The Two Towers 
894,ARWEN,Nach gwannatha sin? ,The Two Towers 
895,ARWEN,Ma nathach hi gwannathach or minuial archened?  ,The Two Towers 
896,GOLLUM,Murderer. ,The Two Towers 
897,SMEAGOL,Go away. ,The Two Towers 
898,GOLLUM,Go away? ,The Two Towers 
899,SMEAGOL,I hate you.I hate you. ,The Two Towers 
900,GOLLUM,Where would you be without me?Gollum. Gollum.I saved us.It was me. We survived because of me. ,The Two Towers 
901,SMEAGOL,Not anymore. ,The Two Towers 
902,GOLLUM,What did you say? ,The Two Towers 
903,SMEAGOL,Master looks after us now.We don't need you. ,The Two Towers 
904,GOLLUM,What? ,The Two Towers 
905,SMEAGOL,Leave now......and never come back. ,The Two Towers 
906,GOLLUM,No. ,The Two Towers 
907,SMEAGOL,Leave now and never come back.  ,The Two Towers 
908,SMEAGOL,Leave now and never come back! ,The Two Towers 
909,SARUMAN,Gandalf the White.Gandalf the Fool!Does he seek to humble mewith his newfound piety? ,The Two Towers 
910,GRIMA,"There were threewho followed the wizard.An Elf, a Dwarf and a Man. ",The Two Towers 
911,SARUMAN,You stink of horse.The Man......was he from Gondor? ,The Two Towers 
912,GRIMA,"No, from the North.One of the Dunedain RangersI thought he was.His cloth was poor.And yet he bore a strange ringTwo serpents with emerald eyes.. One devouringthe other crowned with golden flowers. ",The Two Towers 
913,SARUMAN,"The Ring of Barahir.So Gandalf Greyhamethinks he has found lsildur's heir.The lost king of Gondor.He is a fool.The line was broken years ago. ,It matters not.The world of Men shall fall.It will begin at Edoras. ",The Two Towers 
914,THEODEN,"I am ready, Gamling.Bring my horse. ",The Two Towers 
915,THEODEN,"This is not a defeat. We will return.,We will return. ",The Two Towers 
916,ARAGORN,'-ethelithon. ,The Two Towers 
917,ARWEN, Estelio guru l'n ne dagor.     Ethelithach. ,The Two Towers 
918,ARAGORN,'-bedin o gurth ne dagor. ,The Two Towers 
919,ARWEN, O man pedich?    ,The Two Towers 
920,ARAGORN,"Edra le men, men na guil edwen. Haer o auth a n'r a naeth. ",The Two Towers 
921,ARWEN,Why are you saying this? ,The Two Towers 
922,ARAGORN,"I am mortal. You are Elf-kind.It was a dream, Arwen.Nothing more. ",The Two Towers 
923,ARWEN,I don't believe you.  ,The Two Towers 
924,ARAGORN,This belongs to you. ,The Two Towers 
925,ARWEN,It was a gift.Keep it. ,The Two Towers 
926,EOWYN,My lord? ,The Two Towers 
927,ARAGORN,She is sailing to the Undying Landswith all that is left of her kin. ,The Two Towers 
928,GAMLING,What is it? Hama? ,The Two Towers 
929,HAMA,I'm not sure. ,The Two Towers 
930,GAMLING,Wargs! ,The Two Towers 
931,LEGOLAS,A scout! ,The Two Towers 
932,SMEAGOL,"We told him to go away.And away he goes, precious. ,Gone! Gone! Gone!Smeagol is free! ",The Two Towers 
933,GOLLUM,Look.Look. See what Smeagol finds? ,The Two Towers 
934,GOLLUM,"They are young.They are tender. They are nice.Yes, they are. Eat them. Eat them!    ",The Two Towers 
935,SAM,"You'll make him sick, you will......behaving like that.    ,There's only one way to eata brace of coneys. ",The Two Towers 
936,GOLLUM,"What's it doing?Stupid, fat Hobbit.It ruins it. ",The Two Towers 
937,SAM,What's to ruin? There's hardly any meaton them.  ,The Two Towers 
938,SAM,What we need is a few good taters. ,The Two Towers 
939,GOLLUM,"What's taters, precious?What's taters? Eh? ",The Two Towers 
940,SAM,Po-ta-toes. ,The Two Towers 
941,SAM,"Boil them, mash themstick them in a stew.Lovely, big, golden chipswith a nice piece of fried fish.  ",The Two Towers 
942,SAM,Even you couldn't say no to that.  ,The Two Towers 
943,GOLLUM,"Oh, yes, we could.Spoil a nice fish. ,Give it to us raw...    ,...and wriggling.You keep nasty chips. ",The Two Towers 
944,SAM,You're hopeless. ,The Two Towers 
945,SAM,Mr. Frodo? ,The Two Towers 
946,SAM,Who are they? ,The Two Towers 
947,ARAGORN,You have some skill with a blade. ,The Two Towers 
948,EOWYN,Women of this country learned long ago:Those without swordscan still die upon them.I fear neither death nor pain. ,The Two Towers 
949,ARAGORN,"What do you fear, my lady? ",The Two Towers 
950,EOWYN,A cage.To stay behind bars until useand old age accept them.And all chance of valor has gonebeyond recall or desire. ,The Two Towers 
951,ARAGORN, You're a daughter of kings......a shieldmaiden of Rohan.I do not think that would be your fate.  ,The Two Towers 
952,GRIMA,"Theoden will not stay at Edoras.It's vulnerable. He knows this.,He will expect an attack on the city.,They will flee to Helm's Deep......the great fortress of Rohan.,It is a dangerous road to takethrough the mountains.,They will be slow.,They will have women and childrenwith them.  ",The Two Towers 
953,SARUMAN,Send out your Warg-riders. ,The Two Towers 
954,SAM,"Hey, stinker, don't go gettingtoo far ahead. ",The Two Towers 
955,FRODO,Why do you do that? ,The Two Towers 
956,SAM,What? ,The Two Towers 
957,FRODO,Call him names.Run him down all the time. ,The Two Towers 
958,SAM,"Because.Because that's what he is, Mr. Frodo.There's naught left in himbut lies and deceit.It's the Ring he wants.It's all he cares about. ",The Two Towers 
959,FRODO,"You have no idea what it did to him......what it's still doing to him.,I want to help him, Sam. ",The Two Towers 
960,SAM,Why? ,The Two Towers 
961,THEODEN,What is it? What do you see? ,The Two Towers 
962,ARAGORN,Warg! We're under attack! ,The Two Towers 
963,ARAGORN,Get them out of here! ,The Two Towers 
964,THEODEN,All riders to the head of the column. ,The Two Towers 
965,GIMLI,Come on. Get me up here. I'm a rider.Come on! ,The Two Towers 
966,THEODEN,"You must lead the peopleto Helm's Deep, and make haste. ",The Two Towers 
967,EOWYN,I can fight. ,The Two Towers 
968,THEODEN,"No!You must do this, for me. ",The Two Towers 
969,THEODEN,Follow me! ,The Two Towers 
970,GIMLI,"Forward. I mean, charge forward. ",The Two Towers 
971,EOWYN, Make for the lower ground! ,The Two Towers 
972,GIMLI, That's it! Go on! ,The Two Towers 
973,EOWYN,Stay together! ,The Two Towers 
974,GIMLI,Bring your pretty face to my axe. ,The Two Towers 
975,GOLLUM,Wicked Men.Servants of Sauron.They are called to Mordor.The Dark One is gathering all armiesto him.It won't be long now.He will soon be ready. ,The Two Towers 
976,SAM,Ready to do what?  ,The Two Towers 
977,GOLLUM,To make his war.The last war that will coverall the world in Shadow. ,The Two Towers 
978,FRODO,"We've got to get moving. Come on, Sam.  ",The Two Towers 
979,SAM,Mr. Frodo.Look.It's an oliphaunt.  ,The Two Towers 
980,SAM,No one at home will believe this. ,The Two Towers 
981,FRODO,Smeagol? ,The Two Towers 
982,FRODO,"We've lingered here too long.Come on, Sam. ",The Two Towers 
983,SAM,Wait! We're innocent travelers! ,The Two Towers 
984,FARAMIR,There are no travelers in this land.Only servants of the Dark Tower. ,The Two Towers 
985,FRODO,We are bound to an errand of secrecy.Those that claim to oppose the enemywould do well not to hinder us. ,The Two Towers 
986,FARAMIR,"The enemy? ,His sense of duty was no lessthan yours, I deem.,You wonder what his name is......where he came from.,And if he was really evil at heart.,What lies or threats led himon this long march from home.,If he would not rather have stayed there......in peace.,War will make corpses of us all.,Bind their hands.",The Two Towers 
