name,aliases,titles,rule,race,birth,death,gender,culture,languages,hair,height,realm,spouse,children,weapon,wikiUrl,imageUrl,_id
Tobold Hornblower,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Tobold_Hornblower,,ObjectId(5cd99d4bde30eff6ebccfe75)
Lily (Baggins) Goodbody,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Lily_(Baggins)_Goodbody,,ObjectId(5cd99d4bde30eff6ebccfe76)
Togo Goodbody,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Togo_Goodbody,,ObjectId(5cd99d4bde30eff6ebccfe77)
Goldberry,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Goldberry,,ObjectId(5cd99d4bde30eff6ebccfe78)
Bell (Goodchild) Gamgee,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Bell_(Goodchild)_Gamgee,,ObjectId(5cd99d4bde30eff6ebccfe79)
Goldilocks (Gardner) Took,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Goldilocks_(Gardner)_Took,,ObjectId(5cd99d4bde30eff6ebccfe7a)
Merry Gamgee,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Merry_Gamgee,,ObjectId(5cd99d4bde30eff6ebccfe7b)
Bilbo Gamgee,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Bilbo_Gamgee,,ObjectId(5cd99d4bde30eff6ebccfe7c)
Halfast Gamgee,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Halfast_Gamgee,,ObjectId(5cd99d4bde30eff6ebccfe7d)
Rose Gamgee,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Rose_Gamgee,,ObjectId(5cd99d4bde30eff6ebccfe7e)
Pippin Gamgee,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Pippin_Gamgee,,ObjectId(5cd99d4bde30eff6ebccfe7f)
Durin,,,,Dwarf,,,,,,,,,,,,http://lotr.wikia.com//wiki/Durin,,ObjectId(5cd99d4bde30eff6ebccfe80)
Poppy (Chubb-Baggins) Bolger,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Poppy_(Chubb-Baggins)_Bolger,,ObjectId(5cd99d4bde30eff6ebccfe81)
Robin Gardner,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Robin_Gardner,,ObjectId(5cd99d4bde30eff6ebccfe82)
Primrose Gardner,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Primrose_Gardner,,ObjectId(5cd99d4bde30eff6ebccfe83)
Hamfast Gardner,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Hamfast_Gardner,,ObjectId(5cd99d4bde30eff6ebccfe84)
Tolman Cotton Jr.,,,,Hobbit,TA 2980,FO 60,Male,,,,,,Marigold Cotton,,,http://lotr.wikia.com//wiki/Tolman_Cotton_Jr.,,ObjectId(5cd99d4bde30eff6ebccfe85)
Carl Cotton,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Carl_Cotton,,ObjectId(5cd99d4bde30eff6ebccfe86)
Wilcome Cotton,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Wilcome_Cotton,,ObjectId(5cd99d4bde30eff6ebccfe87)
Doderic Brandybuck,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Doderic_Brandybuck,,ObjectId(5cd99d4bde30eff6ebccfe88)
Daisy Gamgee,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Daisy_Gamgee,,ObjectId(5cd99d4bde30eff6ebccfe89)
Berilac Brandybuck,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Berilac_Brandybuck,,ObjectId(5cd99d4bde30eff6ebccfe8a)
Gorbadoc Brandybuck,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Gorbadoc_Brandybuck,,ObjectId(5cd99d4bde30eff6ebccfe8b)
Marmadoc Brandybuck,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Marmadoc_Brandybuck,,ObjectId(5cd99d4bde30eff6ebccfe8c)
Ilberic Brandybuck,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Ilberic_Brandybuck,,ObjectId(5cd99d4bde30eff6ebccfe8d)
Orgulas Brandybuck,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Orgulas_Brandybuck,,ObjectId(5cd99d4bde30eff6ebccfe8e)
Rorimac Brandybuck,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Rorimac_Brandybuck,,ObjectId(5cd99d4bde30eff6ebccfe8f)
Merimac Brandybuck,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Merimac_Brandybuck,,ObjectId(5cd99d4bde30eff6ebccfe90)
Salvia (Brandybuck) Bolger,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Salvia_(Brandybuck)_Bolger,,ObjectId(5cd99d4bde30eff6ebccfe91)
Bilbo Gardner,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Bilbo_Gardner,,ObjectId(5cd99d4bde30eff6ebccfe92)
Briffo Boffin,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Briffo_Boffin,,ObjectId(5cd99d4bde30eff6ebccfe93)
Gruffo Boffin,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Gruffo_Boffin,,ObjectId(5cd99d4bde30eff6ebccfe94)
Lavender (Grubb) Boffin,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Lavender_(Grubb)_Boffin,,ObjectId(5cd99d4bde30eff6ebccfe95)
Uffo Boffin,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Uffo_Boffin,,ObjectId(5cd99d4bde30eff6ebccfe96)
Bodo Proudfoot,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Bodo_Proudfoot,,ObjectId(5cd99d4bde30eff6ebccfe97)
Sancho Proudfoot,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Sancho_Proudfoot,,ObjectId(5cd99d4bde30eff6ebccfe98)
Olo Proudfoot,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Olo_Proudfoot,,ObjectId(5cd99d4bde30eff6ebccfe99)
Saradoc Brandybuck,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Saradoc_Brandybuck,,ObjectId(5cd99d4bde30eff6ebccfe9a)
Nimloth (elf),,,,Elf,"Unknown, possibly sometime during the ,Years of the Trees",FA 506,Female,,,,,Doriath,Dior Eluchíl,,,http://lotr.wikia.com//wiki/Nimloth_(elf),,ObjectId(5cd99d4bde30eff6ebccfe9b)
Linda (Baggins) Proudfoot,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Linda_(Baggins)_Proudfoot,,ObjectId(5cd99d4bde30eff6ebccfe9c)
Gríma Wormtongue,,,,Human,TA 2974,"November 3 ,3019",Male,,,Black,,,,,,http://lotr.wikia.com//wiki/Gr%C3%ADma_Wormtongue,,ObjectId(5cd99d4bde30eff6ebccfe9d)
Gollum,,,,Hobbit,TA 2430,"March 25 ,3019",Male,,,,,,,,,http://lotr.wikia.com//wiki/Gollum,,ObjectId(5cd99d4bde30eff6ebccfe9e)
Legolas (elf of Gondolin),,,,Elf,,,Male,,,,,,,,,http://lotr.wikia.com//wiki/Legolas_(elf_of_Gondolin),,ObjectId(5cd99d4bde30eff6ebccfe9f)
Gandalf,,,,Maiar,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,,,"Grey, later white",,,,,,http://lotr.wikia.com//wiki/Gandalf,,ObjectId(5cd99d4bde30eff6ebccfea0)
Radagast,,,,Maiar,"Before the creation of ,Arda",None,Male,,,Brown-gray (films),,,None,,,http://lotr.wikia.com//wiki/Radagast,,ObjectId(5cd99d4bde30eff6ebccfea1)
Tilion,,,,Maiar,Before the creation of Arda,Immortal,Male,,,,,,None,,,http://lotr.wikia.com//wiki/Tilion,,ObjectId(5cd99d4bde30eff6ebccfea2)
Elemmakil,,,,Elf,,"FA 510,(presumably)",Male,,,,,,,,,http://lotr.wikia.com//wiki/Elemmakil,,ObjectId(5cd99d4bde30eff6ebccfea3)
Saruman,,,,Maiar,"Before the creation of ,Arda","3 November ,3019",Male,,,White,,"Isengard,Nan Curunír",None,,,http://lotr.wikia.com//wiki/Saruman,,ObjectId(5cd99d4bde30eff6ebccfea4)
Sauron,,,,Maiar,"Before the creation of ,Arda","March 25 ,3019",Male,,,Various,Various until,,None,,,http://lotr.wikia.com//wiki/Sauron,,ObjectId(5cd99d4bde30eff6ebccfea5)
Eönwë,,,,Maiar,"Before the creation of ,Arda",Immortal,Male,,,,,,,,,http://lotr.wikia.com//wiki/E%C3%B6nw%C3%AB,,ObjectId(5cd99d4bde30eff6ebccfea6)
Durin's Bane,,,,Maiar,"Before the creation of ,Arda",January 253019,Male,,,Mane of red flames,"Slightly larger and taller than a Man (book), 20 feet (movie)",,,,,http://lotr.wikia.com//wiki/Durin%27s_Bane,,ObjectId(5cd99d4bde30eff6ebccfea7)
Alatar,,,,Maiar,Before the creation of Arda,,Male,,,,,,None,,,http://lotr.wikia.com//wiki/Alatar,,ObjectId(5cd99d4bde30eff6ebccfea8)
Arien,,,,Maiar,"Before the creation of ,Arda",Immortal,Female,,,,,,None,,,http://lotr.wikia.com//wiki/Arien,,ObjectId(5cd99d4bde30eff6ebccfea9)
Uinen,,,,Maiar,"Before the creation of ,Arda",Immortal,Female,,,,,,Ossë,,,http://lotr.wikia.com//wiki/Uinen,,ObjectId(5cd99d4bde30eff6ebccfeaa)
Mosco Burrows,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Mosco_Burrows,,ObjectId(5cd99d4bde30eff6ebccfeab)
Myrtle Burrows,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Myrtle_Burrows,,ObjectId(5cd99d4bde30eff6ebccfeac)
Pallando,,,,Maiar,Before the creation of Arda,,Male,,,,,,,,,http://lotr.wikia.com//wiki/Pallando,,ObjectId(5cd99d4bde30eff6ebccfead)
Moro Burrows,,,,Hobbit,,,,,,,,,,,,http://lotr.wikia.com//wiki/Moro_Burrows,,ObjectId(5cd99d4bde30eff6ebccfeae)
Thingol,,,,Elf,YT 1050,FA 502,Male,,,Silver,"Tallest of the Elven-folk, 8'2""",Doriath,Melian,,,http://lotr.wikia.com//wiki/Thingol,,ObjectId(5cd99d4bde30eff6ebccfeaf)
Théodwyn,,,,Human,,,,,,,,,,,,http://lotr.wikia.com//wiki/Th%C3%A9odwyn,,ObjectId(5cd99d4bde30eff6ebccfeb0)
Eärendil,,,,Human,FA 503,Still Alive,Male,,,Golden,,,Elwing,,,http://lotr.wikia.com//wiki/E%C3%A4rendil,,ObjectId(5cd99d4bde30eff6ebccfeb1)
Harry Goatleaf,,,,Human,"Late ,Third Age","Presumably sometime after ,TA 3019",Male,,,,,,,,,http://lotr.wikia.com//wiki/Harry_Goatleaf,,ObjectId(5cd99d4bde30eff6ebccfeb2)
Treebeard,,,,Ent,YT,,Male,,,"Leaf, twig and moss like",15'4,,Fimbrethil,,,http://lotr.wikia.com//wiki/Treebeard,,ObjectId(5cd9d533844dc4c55e47afed)
Witch-King of Angmar,,,,Human,,,,,,,,,,,,http://lotr.wikia.com//wiki/Witch-king_of_Angmar,,ObjectId(5cd9d576844dc4c55e47afee)
Mouth of Sauron,,,,Human,First Age,"Probably died on ,March 25TA 3019, during destruction of ,Mordor",Male,,,Most likely black or none,"6' 7"" (2.01 m)",,None,,,http://lotr.wikia.com//wiki/Mouth_of_Sauron,,ObjectId(5cd9d5a0844dc4c55e47afef)
Irolas,,,,Human,,,,,,,,,,,,http://lotr.wikia.com//wiki/Irolas,,ObjectId(5cd9d5cf844dc4c55e47aff0)
Lagduf,,,,Orcs,NaN,"March ,3019",Male,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa35)
Fire-drake of Gondolin,,,,Dragon,NaN,NaN,Male,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa36)
Angrim,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa37)
Angelimar,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa38)
Penlod,,,,Elves,NaN,FA 510,Male,,,NaN,Tall,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa39)
Squint-eyed Southerner,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa3a)
Fimbrethil,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa3b)
Bill Ferny,,,,Men,"Late ,Third Age","Early ,Fourth Age",Male,,,Brown (film),NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa3c)
Fastred of Greenholm,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa3d)
Falathar,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa3e)
Elfstan Fairbairn,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa3f)
Snaga (Two Towers orc),,,,Orcs,NaN,February 293019,Male,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa40)
Snaga,,,,Orcs,NaN,TA 3019,Male,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa41)
Smaug,,,,Dragons,"Unknown, first appeared in ,TA 2770","November 1 ,TA 2941",Male,,,NaN,NaN,Lonely Mountain,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa42)
Seers,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa43)
Shelob,,,,Great Spiders,"Unknown, possibly during the ,First Age","Unknown, possibly TA 3019",Female,,,NaN,Large and immense,Torech Ungol,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa44)
Shagrat,,,,Black Uruk,TA 2050,NaN,Male,,,NaN,7'1,Cirith Ungol,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa45)
Scatha,,,,Dragons,NaN,TA 2000,Male,,,None,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa46)
Salmar,,,,Ainur,Before the creation of Arda,Immortal,Male,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa47)
Sandyman,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa48)
Salgant,,,,Elves,NaN,Fate officially unknown,Male,,,NaN,Short,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa49)
Saeros,,,,Elves,YT,FA 484,Male,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa4a)
Ruffian Leader,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa4b)
Roäc,,,,Raven,TA 2788,NaN,Male,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa4c)
Andwise Roper,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa4d)
Rog,,,,Elves,NaN,FA 510,Male,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa4e)
River-woman,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa4f)
Radbug,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa50)
Khîm,,,,Dwarves,NaN,FA 486,Male,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa51)
Khamûl,,,,"Men,Wraith",Second Age,NaN,Male,,,White,NaN,"Rhûn,Dol Guldur,Sauron",NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa52)
Irmo,,,,Ainur,"Before the creation of ,Arda",Immortal,Male,,,NaN,NaN,NaN,Estë,,,,,ObjectId(5cdbdecb6dc0baeae48cfa53)
Eru Ilúvatar,,,,God,NaN,NaN,Male,,,"Varies, White",Varies,Timeless Halls,None,,,,,ObjectId(5cdbdecb6dc0baeae48cfa54)
Ilmarë,,,,Ainur,"Before the creation of ,Arda",NaN,Female,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa55)
Hurin (Warden of the Keys),,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa56)
Huan,,,,Wolfhound,First Age,FA 466,Male,,,NaN,Horse-sized,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa57)
Estë,,,,Ainur,"Before the creation of ,Arda",Immortal,Female,,,NaN,NaN,NaN,Irmo,,,,,ObjectId(5cdbdecb6dc0baeae48cfa58)
Éowyn,,,,Men,TA 2995,FO,Female,,,Pale gold,Tall,NaN,Faramir,,,http://lotr.wikia.com//wiki/%C3%89owyn,,ObjectId(5cdbdecb6dc0baeae48cfa59)
Éomer,,,,Men,TA 2990,FO 63,Male,,,Dirty blond,Tall-6'6,Rohan,Lothíriel after the War of the Ring,,,http://lotr.wikia.com//wiki/%C3%89omer,,ObjectId(5cdbdecb6dc0baeae48cfa5a)
Elwing,,,,Half-elven,FA 503,Still Alive,Female,,,Dark,NaN,NaN,Eärendil,,,,,ObjectId(5cdbdecb6dc0baeae48cfa5b)
Eluréd and Elurín,,,,Elves,FA 500,FA 506,Male,,,Possibly dark,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa5c)
Elros,,,,Half-elven,FA 532,SA 442,Male,,,NaN,NaN,Númenor,Unnamed wife,,,,,ObjectId(5cdbdecb6dc0baeae48cfa5d)
Elmo,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa5e)
Egalmoth (elf),,,,Elves,NaN,FA 538,Male,,,NaN,NaN,NaN,"Unknown, possibly none",,,,,ObjectId(5cdbdecb6dc0baeae48cfa5f)
Ecthelion of the Fountain,,,,Elves,NaN,FA 510,Male,,,Dark,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa60)
Ebor,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa61)
Ossë,,,,Ainur,"Before the creation ,Arda",Immortal,Male,,,NaN,NaN,NaN,Uinen,,,,,ObjectId(5cdbdecb6dc0baeae48cfa62)
Oromë,,,,Ainur,"Before the creation of ,Arda",Immortal,Male,,,NaN,Varies,NaN,Vána,,,,,ObjectId(5cdbdecb6dc0baeae48cfa63)
Orleg,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa64)
Orcobal,,,,Orcs,NaN,FA 510,Male,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa65)
Old Man Willow,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa66)
Hild,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa67)
Herumor (Fourth Age),,,,Men,FO 41,NaN,Male,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa68)
Herumor,,,,Men,Second Age,NaN,Male,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa69)
Mat Heathertoes,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa6a)
Haldar,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa6b)
Haldad,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa6c)
Draugluin,,,,Werewolves,NaN,FA 465,Male,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa6d)
Dior,,,,Half-elven,"FA 470,","FA 506,",Male,,,Possibly dark,NaN,Doriath,Nimloth,,,,,ObjectId(5cdbdecb6dc0baeae48cfa6e)
Dina Diggle,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa6f)
Daeron,,,,Elves,YT,NaN,Male,,,Dark,NaN,NaN,None,,,,,ObjectId(5cdbdecb6dc0baeae48cfa70)
Óin (King of Durin's Folk),,,,Men,TA 2238,TA 2488,Male,,,NaN,NaN,Grey Mountains,Unnamed wife,,,,,ObjectId(5cdbdecb6dc0baeae48cfa71)
Óin,,,,Dwarves,TA 2774,TA 2994,Male,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa72)
mar,,,,Ainur,"Before the creation of ,Arda",Immortal,Male,,,NaN,Various,NaN,None,,,,,ObjectId(5cdbdecb6dc0baeae48cfa73)
bal,,,,Men,"Early ,First Age",NaN,Male,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa74)
Írimë,,,,Elves,YT,NaN,Female,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa75)
Írildë,,,,Men,SA 700,NaN,Female,,,NaN,NaN,NaN,NaN,,,http://lotr.wikia.com//wiki/%C3%8Drild%C3%AB,,ObjectId(5cdbdecb6dc0baeae48cfa76)
Éothain,,,,Men,"Late ,Third Age",NaN,Male,,,NaN,NaN,NaN,NaN,,,http://lotr.wikia.com//wiki/%C3%89othain,,ObjectId(5cdbdecb6dc0baeae48cfa77)
Éomund,,,,Men,TA 2961,TA 3002,Male,,,Blond,NaN,NaN,Théodwyn,,,http://lotr.wikia.com//wiki/%C3%89omund,,ObjectId(5cdbdecb6dc0baeae48cfa78)
Éofor,,,,Men,"c. ,TA 2544",NaN,Male,,,NaN,NaN,NaN,Unnamed wife,,,http://lotr.wikia.com//wiki/%C3%89ofor,,ObjectId(5cdbdecb6dc0baeae48cfa79)
Zamîn,,,,Men,"Early ,Second Age",Early Second Age,Female,,,White or grey,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa7a)
Yavanna,,,,Ainur,"Before the creation of ,Arda",Immortal,Female,,,NaN,Varies,Pastures of Yavanna,Aulë,,,,,ObjectId(5cdbdecb6dc0baeae48cfa7b)
Tom Bombadil,,,,NaN,"Unknown, before the coming of Melkor","Unknown, possibly immortal",Male,,,Brown,NaN,Old Forest,Goldberry,,,,,ObjectId(5cdbdecb6dc0baeae48cfa7c)
Bolg,,,,"Goblin,Orc",NaN,TA 2941,Male,,,None,"8,4  Body weight = 190kg",NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa7d)
Boldog (Character),,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa7e)
Bodruith,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa7f)
Berúthiel,,,,Men,"Early  ,Third Age",NaN,Female,,,NaN,NaN,Gondor,Tarannon Falastur,,,,,ObjectId(5cdbdecb6dc0baeae48cfa80)
Nienna,,,,Ainur,"Before the creation of ,Arda",Immortal,Female,,,NaN,NaN,"Valinor,Halls of Nienna",None,,,,,ObjectId(5cdbdecb6dc0baeae48cfa81)
Nielíqui,,,,Ainur,unknown,Immortal,Female,,,NaN,Various,NaN,None,,,,,ObjectId(5cdbdecb6dc0baeae48cfa82)
Nessa,,,,Ainur,"Before the creation of ,Arda",Immortal,Female,,,NaN,Varies,Valinor,Tulkas,,,,,ObjectId(5cdbdecb6dc0baeae48cfa83)
Nellas,,,,Elves,NaN,NaN,Female,,,NaN,NaN,NaN,None,,,,,ObjectId(5cdbdecb6dc0baeae48cfa84)
Nauglath,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa85)
Narvi,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa86)
Nahar,,,,Horse,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa87)
Mûmakil,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa88)
Muzgash,,,,Orc,NaN,"March ,3019",Male,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa89)
The Moth,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa8a)
Minastan,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa8b)
Meneldor,,,,Eagles,NaN,NaN,Male,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa8c)
Men,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa8d)
Melkor,,,,Ainur,"Before the creation of ,Arda",Immortal,Male,,,Dark,Any size by choice,"Utumno,Angband,Middle-earth,Beleriand",NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa8e)
Melian,,,,Ainur,"Before the creation of ,Arda","Did not die being a ,Maia returned to ,Valinor, after the death of her husband Thingol",Female,,,Dark,NaN,Doriath,Thingol,,,,,ObjectId(5cdbdecb6dc0baeae48cfa8f)
Mauhúr,,,,Uruk-hai,3019,"February 29 ,3019",Male,,,Black (film),NaN,"Isengard,Saruman",none,,,,,ObjectId(5cdbdecb6dc0baeae48cfa90)
Manwë,,,,Ainur,Before the Creation of Arda,Immortal,Male,,,NaN,NaN,"Arda,Valinor",Varda,,,,,ObjectId(5cdbdecb6dc0baeae48cfa91)
Mandos,,,,Ainur,Before the creation of Arda,NaN,Male,,,NaN,NaN,NaN,Vairë,,,,,ObjectId(5cdbdecb6dc0baeae48cfa92)
Gwaihir,,,,Great Eagles,NaN,NaN,Male,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa93)
Grishnákh,,,,Orc,NaN,"February 29 ,3019",Male,,,NaN,NaN,NaN,NaN,,,,,ObjectId(5cdbdecb6dc0baeae48cfa94)
