,_id,Name,Url,Race,birth,death,gender,hair,height,realm,spouse,race
742,ObjectId(5cd99d4bde30eff6ebccfea4),Saruman,http://lotr.wikia.com//wiki/Saruman,Maiar,"Before the creation of ,Arda","3 November ,3019",Male,White,,"Isengard,Nan Curunír",None,Maiar
743,ObjectId(5cd99d4bde30eff6ebccfea5),Sauron,http://lotr.wikia.com//wiki/Sauron,Maiar,"Before the creation of ,Arda","March 25 ,3019",Male,Various ,Various until ,,None,Maiar
744,ObjectId(5cd99d4bde30eff6ebccfea6),Eönwë,http://lotr.wikia.com//wiki/E%C3%B6nw%C3%AB,Maiar,"Before the creation of ,Arda",Immortal,Male,,,,,Ainur
745,ObjectId(5cd99d4bde30eff6ebccfea7),Durin's Bane,http://lotr.wikia.com//wiki/Durin%27s_Bane,Maiar,"Before the creation of ,Arda",January 253019,Male,Mane of red flames,"Slightly larger and taller than a Man (book), 20 feet (movie)",,,"Maiar,Balrog"
746,ObjectId(5cd99d4bde30eff6ebccfea8),Alatar,http://lotr.wikia.com//wiki/Alatar,Maiar,Before the creation of Arda,,Male,,,,None,"Ainur,Maiar"
747,ObjectId(5cd99d4bde30eff6ebccfea9),Arien,http://lotr.wikia.com//wiki/Arien,Maiar,"Before the creation of ,Arda",Immortal,Female,,,,None,Ainur
748,ObjectId(5cd99d4bde30eff6ebccfeaa),Uinen,http://lotr.wikia.com//wiki/Uinen,Maiar,"Before the creation of ,Arda",Immortal,Female,,,,Ossë,
749,ObjectId(5cd99d4bde30eff6ebccfeab),Mosco Burrows,http://lotr.wikia.com//wiki/Mosco_Burrows,Hobbit,,,,,,,,
750,ObjectId(5cd99d4bde30eff6ebccfeac),Myrtle Burrows,http://lotr.wikia.com//wiki/Myrtle_Burrows,Hobbit,,,,,,,,
751,ObjectId(5cd99d4bde30eff6ebccfead),Pallando,http://lotr.wikia.com//wiki/Pallando,Maiar,Before the creation of Arda,,Male,,,,,Ainur
752,ObjectId(5cd99d4bde30eff6ebccfeae),Moro Burrows,http://lotr.wikia.com//wiki/Moro_Burrows,Hobbit,,,,,,,,
753,ObjectId(5cd99d4bde30eff6ebccfeaf),Thingol,http://lotr.wikia.com//wiki/Thingol,Elf,YT 1050,FA 502,Male,Silver,"Tallest of the Elven-folk, 8'2""",Doriath,Melian,Elves
754,ObjectId(5cd99d4bde30eff6ebccfeb0),Théodwyn,http://lotr.wikia.com//wiki/Th%C3%A9odwyn,Human,,,,,,,,
755,ObjectId(5cd99d4bde30eff6ebccfeb1),Eärendil,http://lotr.wikia.com//wiki/E%C3%A4rendil,Human,FA 503,Still Alive,Male,Golden,,,Elwing,Half-elven
756,ObjectId(5cd99d4bde30eff6ebccfeb2),Harry Goatleaf,http://lotr.wikia.com//wiki/Harry_Goatleaf,Human,"Late ,Third Age","Presumably sometime after ,TA 3019",Male,,,,,Men
757,ObjectId(5cd9d533844dc4c55e47afed),Treebeard,http://lotr.wikia.com//wiki/Treebeard,Ent,YT,,Male,"Leaf, twig and moss like",15'4,,Fimbrethil,"Ents,Onodrim"
758,ObjectId(5cd9d576844dc4c55e47afee),Witch-King of Angmar,http://lotr.wikia.com//wiki/Witch-king_of_Angmar,Human,,,,,,,,
759,ObjectId(5cd9d5a0844dc4c55e47afef),Mouth of Sauron,http://lotr.wikia.com//wiki/Mouth_of_Sauron,Human,First Age,"Probably died on ,March 25TA 3019, during destruction of ,Mordor",Male,Most likely black or none,"6' 7"" (2.01 m)",,None,Men
760,ObjectId(5cd9d5cf844dc4c55e47aff0),Irolas,http://lotr.wikia.com//wiki/Irolas,Human,,,,,,,,
